종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"210540","디와이파워","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"11041708","500","5520854000","원(KRW)","박치웅","055-278-0800","경상남도 창원시 성산구 웅남로 812 (성주동)"
"104460","디와이피엔에프","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"10713625","500","5356812500","원(KRW)","신승대","02-2106-8000","서울특별시 강서구 마곡중앙8로7길 39 - "
"079810","디이엔티","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"22028094","500","11014047000","원(KRW)","배성민","031-831-4300","경기도 오산시 가장산업서북로 40-56 -"
"113810","디젠스","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"32628051","500","16314025500","원(KRW)","이석우","031-505-5334","경기도 시흥시 공단1대로27번길 38 (정왕동) "
"043360","디지아이","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"9000000","500","4500000000","원(KRW)","최동호","031-820-8900","경기도 양주시 청담로 52 (주)디지아이 "
"197140","디지캡","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"13013154","500","6506577000","원(KRW)","범진규","02-3477-2101","서울특별시 강서구 마곡중앙8로7길 11 &nbsp"
"068930","디지털대성","KOSDAQ","우량기업부",,"168505","일반 교습 학원","12",,"27675342","500","14911244500","원(KRW)","김희선","(02)2104-8600","서울특별시 서초구  방배로 181 단우빌딩  "
"033130","디지틀조선","KOSDAQ","중견기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"37115267","500","18557633500","원(KRW)","김영수","02-3701-2821","서울특별시 중구  세종대로21길 52 (태평로1가) "
"105740","디케이락","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"10156513","500","5078256500","원(KRW)","노은식","055-338-0114","경상남도 김해시 주촌면 골든루트로129번길 7 "
"263020","디케이앤디","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"15069831","500","7763202000","원(KRW)","최민석","031-491-6633","경기도 안산시 단원구 별망로 345 "
"290550","디케이티","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"19830200","500","9915100000","원(KRW)","이지열","070-4324-3293","인천광역시 부평구 평천로199번길 25 - "
"066670","디티씨","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"18691918","500","9345959000","원(KRW)","박윤민","031-776-7506","충청남도 천안시 서북구 3공단6로 86-9 (주)디스플레이테크 천안공장"
"187220","디티앤씨","KOSDAQ","벤처기업부",,"137209","기타 과학기술 서비스업","12",,"11698021","500","5849010500","원(KRW)","정업준, 남기혁 (공동 대표이사)","031-329-3411","경기도 용인시 처인구 유림로154번길 42 "
"383930","디티앤씨알오","KOSDAQ","중견기업부",,"137001","자연과학 및 공학 연구개발업","12",,"12770512","500","6385256000","원(KRW)","박채규","031-326-6676","경기도 용인시 처인구 백령로20번길 28 나동 2, 3, 4층(유방동) "
"131180","딜리","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"29350000","100","2935000000","원(KRW)","최근수","031-860-5500","경기도 동두천시 강변로702번길 30 "
"315640","딥노이드","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"22421268","500","11210634000","원(KRW)","최우식","02-6952-6001","서울특별시 구로구 디지털로33길 55 13층, 1305호"
"223310","딥마인드","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"22839375","100","2283937500","원(KRW)","홍상혁, 유병길 (공동대표이사)","070-4490-3133","서울특별시 강남구 언주로 702 경남제약타워 10층"
"317120","라닉스","KOSDAQ","기술성장기업부","기술성장기업","032601","반도체 제조업","12",,"9660000","500","4906920000","원(KRW)","최승욱","02-584-5516","서울특별시 강남구 언주로135길 25 (논현동) "
"462510","라메디텍","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"8650735","500","4325367500","원(KRW)","최종석","02-852-7980","서울특별시 금천구 벚꽃로 234 에이스하이엔드타워6차 1002호 "
"042510","라온시큐어","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"56025871","500","28012935500","원(KRW)","이순형,이정아(각자대표)","02-561-4545","서울특별시 영등포구 여의대로 108 48층(여의도동,파크원타워2)"
"232680","라온테크","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"12534234","500","6267117000","원(KRW)","김원경","031-201-0000","경기도 수원시 권선구 산업로156번길 88-4 &nbsp"
"418420","라온텍","KOSDAQ","기술성장기업부","기술성장기업","032602","전자부품 제조업","12",,"30108433","100","3172843300","원(KRW)","김보은","031-786-4633","경기도 성남시 수정구 창업로 43 판교글로벌비즈센터 6층 B동 "
"300120","라온피플","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"20860012","500","10513931000","원(KRW)","이석중","1899-3058","경기도 과천시 과천대로7나길 60 과천어반허브 C동 5층, 6층 "
"171120","라이온켐텍","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"35901760","500","18422228000","원(KRW)","박희원, 박서영, 박상원(각자대표)","042-930-3300","대전 대덕구 문평동 41-5 "
"388790","라이콤","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"29913930","100","2991393000","원(KRW)","김성준","031-323-1926","경기도 용인시 처인구 이동읍 백자로 109 -"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"16662017","500","8331008500","원(KRW)","송승재","1661-2858","서울특별시 강남구 삼성로95길 27 3층 "
"214260","라파스","KOSDAQ","기술성장기업부","기술성장기업","032004","기타 화학제품 제조업","12",,"8667916","500","4333958000","원(KRW)","정도현","02-392-3011","서울특별시 강서구 마곡중앙8로1길 62 라파스 &nbsp;"
"403360","라피치","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","IBK증권","3449454","500","1724727000","원(KRW)","어범석","02-3420-9114","서울특별시 강남구 도곡로8길 6, 3층(도곡동, 지호빌딩) "
"115390","락앤락","KOSPI",,,"032202","플라스틱제품 제조업","12",,"43326411","500","24062983500","원(KRW)","이영상","02-520-9535","경기도 안성시 원곡면 만세로 1260 -"
"200350","래몽래인","KOSDAQ","기술성장기업부","신속이전기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"9996025","500","4998012500","원(KRW)","김동래","02-761-9978","서울특별시 강남구 학동로25길 19 "
"171010","램테크놀러지","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"14298752","500","7149376000","원(KRW)","길준봉","031-323-1119","경기도 용인시 처인구  양지면 주북로 285 "
"084650","랩지노믹스","KOSDAQ","우량기업부",,"137001","자연과학 및 공학 연구개발업","12",,"74239990","500","37179773000","원(KRW)","김정주, 이종훈(공동대표)","031-628-0702","경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층 "
"217500","러셀","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"31812000","100","3181200000","원(KRW)","권순욱","043-532-8818","충청북도 청주시 흥덕구 옥산면 옥산산단로 36 (호죽리)"
"092590","럭스피아","KONEX","일반기업부",,"032601","반도체 제조업","12","신한증권","7291098","500","3645549000","원(KRW)","성석종","070-8671-2500","경기도 수원시 영통구 광교로 109 10층(이의동, 나노소자특화팹센터) "
"038390","레드캡투어","KOSDAQ","우량기업부",,"147502","여행사 및 기타 여행보조 서비스업","12",,"8589480","500","4294740000","원(KRW)","인유성","02-2001-4500","서울특별시 중구 을지로 100파인에비뉴 B동 19층 "
"294140","레몬","KOSDAQ","중견기업부",,"032005","화학섬유 제조업","12",,"21000000","500","10500000000","원(KRW)","김광진","054-470-8800","경상북도 구미시 산동면 산호대로 1105-65 "
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부",,"137103","광고업","12",,"11179386","500","5589693000","원(KRW)","장대규","02-1544-9851","서울특별시 강남구 논현로135길 29 "
"228670","레이","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"15483388","500","7741694000","원(KRW)","이상철","031-605-1000","경기도 성남시 분당구 판교역로 221 (삼평동 672) 투썬월드빌딩 12층 "
"228850","레이언스","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"16591014","500","8295507000","원(KRW)","서재정","031-8015-6277","경기도 화성시 삼성1로1길 14 &nbsp"
"412350","레이저쎌","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"8726972","500","4363486000","원(KRW)","안건준","031-8060-3226","경기도 화성시 동탄면 동탄산단4길 9-9 - "
"199550","레이저옵텍","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"11612833","500","5806416500","원(KRW)","주홍, 이창진","031-8023-5150","경기도 성남시 중원구 갈마치로244번길 31, 114호, 116호, 117호, 203호, 204호 "
"281740","레이크머티리얼즈","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"65730548","100","6573054800","원(KRW)","김진동","044-414-9400","세종특별자치시  전의면 산단길 22-144 -"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"19399858","500","9699929000","원(KRW)","이정호","042-719-8070","대전광역시 유성구 엑스포로339번길 10-19 "
"215100","로보로보","KOSDAQ","벤처기업부",,"032809","기타 전기장비 제조업","12",,"20348454","100","2034845400","원(KRW)","최영석","02-909-5050","서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동)"
"090360","로보스타","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"9750000","500","4875000000","원(KRW)","배병주","031-400-3600","경기도 안산시 상록구  수인로 700 "
"238500","로보쓰리에이아이","KONEX","일반기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12","하이증권","42018262","200","8403652400","원(KRW)","황용운","02-544-9145","서울특별시 강남구 학동로42길 3 -"
"108490","로보티즈","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"13047092","500","6523546000","원(KRW)","김병수","070-8671-2600","서울특별시 강서구 마곡중앙5로1길 37 &nbsp"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","12",,"36031288","무액면","1002602908","중국위안(CNY)","저우샹동",,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong "
"223220","로지스몬","KONEX","일반기업부",,"085209","기타 운송관련 서비스업","12","IBK증권","46051176","100","4605117600","원(KRW)","이석준","02-1600-9727","서울특별시 동대문구 황물로 60 4층 406호 (답십리동)"
"067730","로지시스","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"9673922","500","4836961000","원(KRW)","이호성","02-2125-6300","서울특별시 마포구 독막로 281 &nbsp"
"071280","로체시스템즈","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"15296603","500","7648301500","원(KRW)","박기환","(031)335-9100","경기도 용인시 처인구 남사면 완장천로 448-34 로체시스템즈(주)"
"032350","롯데관광개발","KOSPI",,,"147502","여행사 및 기타 여행보조 서비스업","12",,"76196183","500","38098091500","원(KRW)","김기병, 백현, 김한준","1577-3000","제주특별자치도 제주시 노연로 12 (노형동)"
"089860","롯데렌탈","KOSPI",,,"147601","운송장비 임대업","12",,"36634063","5000","183170315000","원(KRW)","최진환",,"경기도 안양시 동안구 전파로 88, 8층 "
"330590","롯데리츠","KOSPI",,,"126801","부동산 임대 및 공급업","06",,"242968884","500","121484442000","원(KRW)","롯데에이엠씨 주식회사","02-3213-8166","서울특별시 송파구 올림픽로 300 롯데월드타워 30층"
"000400","롯데손해보험","KOSPI",,,"116501","보험업","12",,"310336320","1000","310336320000","원(KRW)","이은호","02-1588-3344","서울특별시 중구  소월로 3 롯데손해보험빌딩 "
"023530","롯데쇼핑","KOSPI",,,"074701","종합 소매업","12",,"28288755","5000","141443775000","원(KRW)","김상현(김 사무엘 상현), 정준호, 강성현","02-1577-0001","서울특별시 중구  남대문로 81 (소공동) "
"020150","롯데에너지머티리얼즈","KOSPI",,,"032602","전자부품 제조업","12",,"46110835","500","23055417500","원(KRW)","김연섭","02-707-9060","전라북도 익산시 석암로3길 63-25 "
"280360","롯데웰푸드","KOSPI",,,"031008","기타 식품 제조업","12",,"9434574","500","4717287000","원(KRW)","신동빈, 이영구, 이창엽","02-2670-6302","서울특별시 영등포구 양평로21길 10 "
"286940","롯데이노베이트","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"15129367","5000","75646835000","원(KRW)","고두영","02-2626-4000","서울특별시 금천구 가산디지털2로 179 롯데정보통신 "
"004000","롯데정밀화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"25800000","5000","129000000000","원(KRW)","김용석","052-270-6112-4","울산광역시 남구 여천로217번길 19 "
"004990","롯데지주","KOSPI",,,"116409","기타 금융업","12",,"104909237","200","21142968000","원(KRW)","신동빈,이동우","02-750-7114","서울특별시 송파구 올림픽로 300 롯데월드타워"
"005300","롯데칠성","KOSPI",,,"031102","비알코올음료 및 얼음 제조업","12",,"9278884","500","5027097000","원(KRW)","신동빈, 박윤기","02-3479-9114","서울특별시 서초구 서초대로70길 15 "
"011170","롯데케미칼","KOSPI",,,"032001","기초 화학물질 제조업","12",,"42775419","5000","213877095000","원(KRW)","신동빈,이훈기,황진구,이영준","02-829-4114","서울특별시 송파구 올림픽로 300 롯데월드타워 "
"071840","롯데하이마트","KOSPI",,,"074703","가전제품 및 정보통신장비 소매업","12",,"23607712","5000","118038560000","원(KRW)","남창희","02-1588-0070","서울특별시 강남구  삼성로 156  롯데하이마트빌딩"
"328130","루닛","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"28830630","500","14415315000","원(KRW)","서범석","02-2138-0827","서울특별시 강남구 강남대로 374 4층~9층(역삼동, 케이스퀘어 강남II) "
"038060","루멘스","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"48103069","500","24051534500","원(KRW)","이경재","031-8033-2000","경기도 용인시 기흥구 기흥로 58 , 기흥ICT밸리 B동 15층(구갈동) - "
"162120","루켄테크놀러지스","KONEX","일반기업부",,"032809","기타 전기장비 제조업","12","IBK증권","10989936","500","5494968000","원(KRW)","안윤태","070-8633-8009","경기도 용인시 처인구 양지면 중부대로2670번길 53-8(추계리) "
"253610","루트락","KONEX","일반기업부",,"074607","기타 전문 도매업","12","신한증권","10104305","500","5052152500","원(KRW)","박종진","02-6941-4300","서울특별시 금천구 디지털로9길 68B125호 (가산동,대륭포스트타워5차) "
"141080","리가켐바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"36567348","500","18283674000","원(KRW)","김용주","042-861-0688","대전광역시 유성구 국제과학10로 10 (주)레고켐 바이오사이언스"
"058470","리노공업","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"15242370","500","7621185000","원(KRW)","이채윤","051-831-3232","부산광역시 강서구 미음산단로105번길 10 "
"016100","리더스코스메틱","KOSDAQ","중견기업부",,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"19100894","500","9550447000","원(KRW)","김진구, 김진상(공동 대표이사)","02-3453-8768","서울특별시 광진구 능동로 90 더클래식 500 씨 404호 "
"012700","리드코프","KOSDAQ","우량기업부",,"074607","기타 전문 도매업","12",,"26446135","500","13777741000","원(KRW)","이재중","02  -2126-5000","서울특별시 중구 소공로 109 3층(소공동, 소공동한화빌딩) "
"302550","리메드","KOSDAQ","기술성장기업부","이익미실현기업","032701","의료용 기기 제조업","12",,"30638080","100","3063808000","원(KRW)","이근용","031-696-4899","대전광역시 유성구 테크노2로 187 미건테크노월드2차 301호~303호"
"073570","리튬포어스","KOSDAQ","중견기업부",,"033309","그외 기타 제품 제조업","12",,"36189497","500","18094748500","원(KRW)","전웅, 변재석","02-2038-7969","서울특별시 성동구 아차산로17길 48 1120호"
"377450","리파인","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"17330000","100","1733000000","원(KRW)","이창섭","02-2189-8700","서울특별시 강남구 테헤란로 625, 4층 (삼성동, 덕명빌딩) "
"277070","린드먼아시아","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"13692000","500","6846000000","원(KRW)","김진하","070-7019-4001","서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp"
"042500","링네트","KOSDAQ","우량기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"19070134","500","9535067000","원(KRW)","이주석","02-6675-1251","서울특별시 구로구 디지털로33길 28 1001호 (구로동, 우림이비지센터 1차 10층)"
"193250","링크드","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"63323377","100","6332337700","원(KRW)","민용재","02-591-1310","서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 "
"219420","링크제니시스","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"11469507","100","1146950700","원(KRW)","정성우","031-422-3581","경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp"
"439090","마녀공장","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"16378260","100","1637826000","원(KRW)","유근직","02-6013-0855","서울특별시 강서구 공항대로 518 "
"027740","마니커","KOSPI",,,"031001","도축, 육류 가공 및 저장 처리업","12",,"63511228","500","31755614000","원(KRW)","안정원","031-281-5300","경기도 용인시 기흥구 구성로 278 - "
"195500","마니커에프앤지","KOSDAQ","중견기업부",,"031001","도축, 육류 가공 및 저장 처리업","12",,"15928000","500","7964000000","원(KRW)","최장호","031-899-1114","경기도 용인시 처인구 이동면 백옥대로144번길 36-2 &nbsp"
"357430","마스턴프리미어리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"26580000","1000","26580000000","원(KRW)","정범식","02-3452-2077","서울특별시 서초구 강남대로 465 "
"377480","마음AI","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"6177383","500","3088691500","원(KRW)","유태준","1661-3222","경기도 성남시 수정구 창업로40번길 30 4층(시흥동, 판교IT센터) "
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"15735825","500","7867912500","원(KRW)","김경남","031-701-2225","경기도 성남시 분당구 판교로228번길 15 제윈스동 701호"
"448780","마이크로엔엑스","KONEX","일반기업부",,"032701","의료용 기기 제조업","12","교보증권","2677680","500","1338840000","원(KRW)","이종건/정재경","053-650-1000","대구광역시 동구 매여로1길 22 "
"098120","마이크로컨텍솔","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"8312766","500","4156383000","원(KRW)","양승은","041-621-4331","충청남도 천안시 서북구 성거읍 오송2길 15-21 "
"424980","마이크로투나노","KOSDAQ","기술성장기업부","기술성장기업","032601","반도체 제조업","12",,"5918890","500","2959445000","원(KRW)","황규호","031-659-7900","경기도 용인시 처인구 이동읍 덕성산단2로50번길 43 "
"038290","마크로젠","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"10841400","500","5420700000","원(KRW)","김창훈","02-2180-7000","서울특별시 금천구  벚꽃로 254 월드메르디앙1차 "
"001080","만호제강","KOSPI",,,"032401","1차 철강 제조업","06",,"4150000","1000","4150000000","원(KRW)","김상환","051-601-0351","부산광역시 강서구  녹산화전로 71 "
"267980","매일유업","KOSDAQ","우량기업부",,"031004","동·식물성 유지 및 낙농제품 제조업","12",,"7843638","500","3921819000","원(KRW)","김선희, 김환석(각자대표)","02-2117-2113","서울특별시 종로구 종로1길 50 &nbsp"
"005990","매일홀딩스","KOSDAQ","우량기업부",,"031004","동·식물성 유지 및 낙농제품 제조업","12",,"13718304","500","6859152000","원(KRW)","김정완, 권태훈(각자대표이사)","02-2127-2113","서울시 종로구 종로1길 50 더케이트윈타워A동 "
"093520","매커스","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"16163092","500","8081546000","원(KRW)","신동철, 성종률","02-3490-9500","서울특별시 강남구 봉은사로44길 73 "
"377030","맥스트","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"19570882","500","9785441000","원(KRW)","박재완","02-585-9566","서울특별시 강남구 남부순환로351길 4, 3층(도곡동, 스테이77) "
"088980","맥쿼리인프라","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"435781355","무액면","2807422957388","원(KRW)","맥쿼리자산운용(주)","02-3705-8565","서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)"
"094800","맵스리얼티1","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"92834331","무액면","464171655000","원(KRW)","미래에셋자산운용(주)","02-1577-1640","서울 영등포구 여의도동 미래에셋빌딩 45-1"
"179720","머니무브","KONEX","일반기업부",,"116409","기타 금융업","12","NH투자증권","2245714","500","1122857000","원(KRW)","이상규","02-6207-2400","서울특별시 강남구 논현로150길 23 3층 (논현동, 연호빌딩)"
"100590","머큐리","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"15830023","500","7915011500","원(KRW)","황 하영","032-580-3114","인천광역시 서구 가재울로 90 "
"067280","멀티캠퍼스","KOSDAQ","우량기업부",,"168506","기타 교육기관","12",,"5926779","500","2963389500","원(KRW)","정석목","02-6262-9118","서울특별시 강남구 언주로 508 서울상록회관 17층"
"072870","메가스터디","KOSDAQ","우량기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"11920959","500","5960479500","원(KRW)","손주은, 손은진(각자 대표이사)","02-6984-6811","서울특별시 서초구 효령로 304 24층(서초동, 국제전자센터) "
"215200","메가스터디교육","KOSDAQ","우량기업부",,"168505","일반 교습 학원","12",,"11461955","100","1186188000","원(KRW)","손성은","02-3489-8200","서울특별시 서초구 효령로 321 덕원빌딩 &nbsp"
"133750","메가엠디","KOSDAQ","중견기업부",,"168505","일반 교습 학원","12",,"23407077","500","11703538500","원(KRW)","윤용국","02-6918-3505","서울특별시 서초구 반포대로 81 2층(서초동, 영림빌딩)"
"446540","메가터치","KOSDAQ","중견기업부",,"032802","일차전지 및 이차전지 제조업","12",,"20771000","500","10385500000","원(KRW)","윤재홍","041-412-7100","충청남도 천안시 서북구 3공단2로 42 &nbsp"
"235980","메드팩토","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"33580695","500","16790347500","원(KRW)","김성진","02-6938-0200","서울특별시 서초구 명달로 92, 보림빌딩 "
"200580","메디쎄이","KONEX","일반기업부",,"032701","의료용 기기 제조업","12","대신증권","3726079","500","1863039500","원(KRW)","하재성, 성경수 (각자대표이사)","043-716-1014","충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389)"
"041920","메디아나","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"18598223","500","9299111500","원(KRW)","곽민철","033-742-5400","강원도 원주시 문막읍 동화공단로 132 "
"233250","메디안디노스틱","KONEX","일반기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12","유진증권","1746534","500","1083767000","원(KRW)","오진식","033-244-0100","강원도 춘천시 동내면 순환대로 878 "
"014100","메디앙스","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"11800000","500","5900000000","원(KRW)","박수찬","02-6283-6790","서울특별시 강남구 논현로64길 4 5층~6층"
"236340","메디젠휴먼케어","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","IBK증권","3014647","500","1507323500","원(KRW)","신동직","02-555-9808","서울특별시 송파구 정의로7길 6 PNS홈즈타워 6층"
"054180","메디콕스","KOSDAQ","투자주의환기종목(소속부없음)",,"033101","선박 및 보트 건조업","12",,"57151168","500","28575584000","원(KRW)","현경석","02-3218-9500","서울특별시 강남구 도산대로 549 2~3층 (청담동, 블루펄빌딩)"
"086900","메디톡스","KOSDAQ","우량기업부",,"032101","기초 의약물질 제조업","12",,"7298497","500","3649248500","원(KRW)","정현호","043-217-1555","충청북도 청원군  오창읍 각리1길 78 (주)메디톡스"
"078160","메디포스트","KOSDAQ","벤처기업부",,"032101","기초 의약물질 제조업","12",,"34217785","500","17108892500","원(KRW)","오원일","02-3465-6677","경기도 성남시 분당구 대왕판교로 644번길21 -"
"138040","메리츠금융지주","KOSPI",,,"116409","기타 금융업","12",,"190720114","500","113093927000","원(KRW)","김용범","02-2018-6824","서울특별시 강남구  강남대로 382 "
"408920","메쎄이상","KOSDAQ","벤처기업부",,"147509","기타 사업지원 서비스업","12",,"43232455","100","4323245500","원(KRW)","조원표","02-6121-6206","서울특별시 마포구 월드컵북로58길 9 ES타워"
"021880","메이슨캐피탈","KOSDAQ","중견기업부",,"116409","기타 금융업","03",,"152184408","500","76092204000","원(KRW)","조재형(단독 대표이사)","02-3440-1600","전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 "
"140410","메지온","KOSDAQ","중견기업부",,"137001","자연과학 및 공학 연구개발업","12",,"29824411","500","14912205500","원(KRW)","박동현","02-560-8000","서울특별시 강남구 삼성로 570 석천빌딩 7층 "
"241770","메카로","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"10192640","500","5346320000","원(KRW)","이재정, 박영순 (각자대표)","031-646-4400","경기도 평택시 산단로121번길 89 (주)메카로 "
"090370","메타랩스","KOSPI",,,"031401","봉제의복 제조업","12",,"24904689","2500","62261722500","원(KRW)","하지성","02-2189-7700","서울특별시 강남구 언주로 428(역삼동) "
"059210","메타바이오메드","KOSDAQ","우량기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"23862351","500","11931175500","원(KRW)","오석송","043-218-1981","충청북도 청주시 흥덕구  오송읍 오송생명1로 270 "
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"16050530","500","8025265000","원(KRW)","김종철","070-7119-2500","경기도 파주시 상지석길 21 "
"017180","명문제약","KOSPI",,,"032102","의약품 제조업","12",,"33953454","500","16976727000","원(KRW)","배철한","031-350-4000","경기도 화성시  향남읍 제약공단2길 26 "
"009900","명신산업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"52470133","500","26235066500","원(KRW)","최우철","054-746-2665","경상북도 경주시 천북면 천북산단로 91 "
"012690","모나리자","KOSPI",,,"031709","기타 종이 및 판지 제품 제조업","12",,"36571255","500","18885627500","원(KRW)","주광옥","02-829-8800","서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자"
"005360","모나미","KOSPI",,,"074604","생활용품 도매업","12",,"18897307","1000","18897307000","원(KRW)","송하경","031-216-0153","경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)"
"070960","모나용평","KOSPI",,,"095501","일반 및 생활 숙박시설 운영업","12",,"48133333","5000","240666665000","원(KRW)","신달순, 임학운 공동대표","033-330-8350","강원도 평창군  대관령면 올림픽로 715 "
"434480","모니터랩","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"12253300","100","1225330000","원(KRW)","이광후","02-749-0799","서울특별시 구로구 디지털로 306 대륭포스트타워 2차 1008호 "
"080420","모다이노칩","KOSDAQ","중견기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"79721622","500","39860811000","원(KRW)","정태형, 강중근","031-315-7250","경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) "
"417970","모델솔루션","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"6396700","500","3198350000","원(KRW)","우병일","070-8854-1160","서울특별시 금천구 벚꽃로20길 24 "
