종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"251270","넷마블","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"85953502","100","8595350200","원(KRW)","권영식, 김병규 (각자 대표이사)","02-2271-7114","서울특별시 구로구 디지털로26길 38 (구로동, 지타워) "
"090350","노루페인트","KOSPI",,,"032004","기타 화학제품 제조업","12",,"20000000","500","10231563000","원(KRW)","조성국","031-467-6114","경기도 안양시 만안구  박달로 351 "
"000320","노루홀딩스","KOSPI",,,"116409","기타 금융업","12",,"13291151","500","8529355000","원(KRW)","한영재,김용기","02-2191-7700","경기도 안양시 만안구  박달로 351 "
"006280","녹십자","KOSPI",,,"032102","의약품 제조업","12",,"11686538","5000","58432690000","원(KRW)","허은철","031-260-9300","경기도 용인시 기흥구  이현로30번길 107(보정동) "
"005250","녹십자홀딩스","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"47028210","500","25744900000","원(KRW)","허일섭, 허용준","031-260-9300","경기 용인시 구성읍 동백리 (주)녹십자 303"
"004370","농심","KOSPI",,,"031007","기타 식품 제조업","12",,"6082642","5000","30413210000","원(KRW)","이병학","02-820-7114","서울특별시 동작구  여의대방로 112 "
"072710","농심홀딩스","KOSPI",,,"116409","기타 금융업","12",,"4637790","5000","23188950000","원(KRW)","박준","02-820-7820","서울특별시 동작구  여의대방로 112 (신대방동)"
"058730","다스코","KOSPI",,,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"19396941","500","9998470500","원(KRW)","한상원, 한남철","061-370-2114","전라남도 화순군  동면 동농공길 26-2 "
"030210","다올투자증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"60911106","5000","304555530000","원(KRW)","이병철, 황준호 (각자 대표이사)","02-2184-2000","서울특별시 영등포구 여의나루로 60 여의도포스트타워"
"023590","다우기술","KOSPI",,,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"44866617","500","22433308500","원(KRW)","김윤덕","070-8707-1000","경기도 성남시 수정구 금토로 69 4층 "
"145210","다이나믹디자인","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"17301093","500","8650546500","원(KRW)","황 응 연","062-944-6161","광주광역시 북구 첨단연신로29번길 12 (주)다이나믹디자인(연제동 1036번지)"
"019680","대교","KOSPI",,,"168501","초등 교육기관","12",,"84702850","500","52064920000","원(KRW)","강호준","02-829-1114","서울특별시 관악구 보라매로 3길 23 (보라매동 729-21) 대교타워"
"006370","대구백화점","KOSPI",,,"074701","종합 소매업","12",,"10821611","5000","54108055000","원(KRW)","구정모","053-423-1234","대구광역시 중구 동성로 30 9층 재무팀"
"008060","대덕","KOSPI",,,"116409","기타 금융업","12",,"33890150","500","17551253500","원(KRW)","김영재","031-8040-8073","경기도 안산시 단원구 강촌로 230 (목내동)"
"353200","대덕전자","KOSPI",,,"032602","전자부품 제조업","12",,"49416925","500","25756222000","원(KRW)","신영환","031-8040-8000","경기도 안산시 단원구 강촌로 230 "
"000490","대동","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"25640788","1000","25640788000","원(KRW)","김준식, 원유현","053-610-3000","대구광역시 달성군 논공읍 논공중앙로34길 35 35"
"008110","대동전자","KOSPI",,,"032604","통신 및 방송 장비 제조업","03",,"10490447","500","5245223500","원(KRW)","김명성","02-855-5121","서울특별시 금천구  가산디지털1로 33 "
"005750","대림B&Co","KOSPI",,,"032302","내화, 비내화 요업제품 제조업","12",,"16672240","1000","16672240000","원(KRW)","강태식","055-280-8400","경상남도 창원시 성산구  공단로 52 "
"006570","대림통상","KOSPI",,,"032509","기타 금속 가공제품 제조업","12",,"15225000","1000","16425000000","원(KRW)","고은희, 손병국","02-730-9811","서울특별시 서대문구  연희로 142 "
"001680","대상","KOSPI",,,"031007","기타 식품 제조업","12",,"34648025","1000","36018248000","원(KRW)","임정배","02-2220-9500","서울특별시 종로구 창경궁로 120 종로플레이스"
"084690","대상홀딩스","KOSPI",,,"116409","기타 금융업","12",,"36212538","1000","37126020000","원(KRW)","임창욱, 최성수 각자대표이사","02-2211-6500","서울특별시 중구 세종대로9길 41 올리브타워 2층 "
"128820","대성산업","KOSPI",,,"074707","연료 소매업","12",,"45235478","5000","226177390000","원(KRW)","김영대,이은우(공동대표)","02-2170-2160","서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 9층, 11층)"
"117580","대성에너지","KOSPI",,,"043502","연료용 가스 제조 및 배관공급업","12",,"27500000","1000","27500000000","원(KRW)","대표이사 김영훈
대표이사 박문희","053-606-1000","대구광역시 중구 명덕로 85 (남산동)"
"016710","대성홀딩스","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"16089459","1000","16089459000","원(KRW)","대표이사 김영훈
대표이사 김정주","053-606-1000","대구광역시 중구 명덕로 85 대성홀딩스"
"003540","대신증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"50773400","5000","434867000000","원(KRW)","오익근","02-769-2000","서울특별시 중구 삼일대로 343 저동1가 대신파이낸스센터"
"009190","대양금속","KOSPI",,,"032401","1차 철강 제조업","12",,"39608790","500","19804395000","원(KRW)","조상종","041-404-1000","충청남도 예산군  신암면 추사로 146-8 "
"014160","대영포장","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"108394549","500","54197274500","원(KRW)","강병은,손용수","031-490-9300","경기도 안산시 단원구 산단로 265 (원시동, 대영포장(주))"
"047040","대우건설","KOSPI",,,"064101","건물 건설업","12",,"415622638","5000","2078113190000","원(KRW)","백정완","02-2288-3114","서울특별시 중구 을지로 170 (을지로4가)"
"009320","대우부품","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"49299770","500","24649885000","원(KRW)","서중호,문종은","063-530-8171","전라북도 정읍시  공단2길 3 "
"003090","대웅","KOSPI",,,"032102","의약품 제조업","12",,"58141980","500","29070990000","원(KRW)","윤재춘","02-550-8800","경기 성남시 중원구 상대원동 223-23"
"069620","대웅제약","KOSPI",,,"032102","의약품 제조업","12",,"11586575","2500","28966437500","원(KRW)","이창재, 박성수","02-550-8800","경기도 화성시 향남읍 제약공단4길 35-14 -"
"000430","대원강업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"62000000","500","31000000000","원(KRW)","박민희, 김항수","02-3455-7300","충청남도 천안시 서북구 성거읍 오목모전길 117-8 대원강업주식회사"
"006340","대원전선","KOSPI",,,"032803","절연선 및 케이블 제조업","12",,"74979175","500","38800187500","원(KRW)","서명환","041-339-3400","충청남도 예산군  고덕면 호음덕령길 92 "
"003220","대원제약","KOSPI",,,"032102","의약품 제조업","12",,"22190194","500","11095097000","원(KRW)","백승열, BAEK JONATHAN IN","02-2204-7000","서울특별시 성동구 천호대로 386 대원제약"
"024890","대원화성","KOSPI",,,"032202","플라스틱제품 제조업","12",,"41249152","500","20624576000","원(KRW)","강동엽","031-372-3992","서울특별시 강남구 봉은사로 327 궁도빌딩 13층"
"002880","대유에이텍","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"46744020","500","23372010000","원(KRW)","권의경","062-940-8672","광주광역시 광산구  소촌로123번길 40-12 "
"000300","대유플러스","KOSPI",,,"032604","통신 및 방송 장비 제조업","12",,"126454909","500","63227454500","원(KRW)","박상민","031-737-7000","광주광역시 광산구 소촌로123번길 40-16 2층(소촌동)"
"012800","대창","KOSPI",,,"032402","1차 비철금속 제조업","12",,"91140499","500","45570249500","원(KRW)","조시영, 조경호","031-496-3000","경기도 시흥시 공단1대로 391 "
"015230","대창단조","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"28572230","500","14286115000","원(KRW)","박권일","055-329-3911","경남 김해시 생림면 봉림리 1072-1"
"001070","대한방직","KOSPI",,,"031302","직물직조 및 직물제품 제조업","12",,"5300000","1000","5300000000","원(KRW)","설 범, 김 인호","02-368-0114","서울특별시 중구 중림로 48 (중림동, 성준빌딩)"
"006650","대한유화","KOSPI",,,"032001","기초 화학물질 제조업","12",,"6500000","5000","41000000000","원(KRW)","강길순","02-2122-1515","서울특별시 종로구  자하문로 77 유남빌딩"
"001440","대한전선","KOSPI",,,"032803","절연선 및 케이블 제조업","12",,"186447300","1000","186447300000","원(KRW)","송종민","02-316-9114","경기도 안양시 동안구 관양동 1746-2 대한스마트타워 "
"084010","대한제강","KOSPI",,,"032401","1차 철강 제조업","12",,"23414397","1000","24646734000","원(KRW)","이경백","02-1670-3300","부산광역시 사하구 하신번영로 69 "
"001790","대한제당","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"89696580","500","48089670000","원(KRW)","강승우","032-770-1400","인천광역시 중구  월미로 116(북성동1가) "
"001130","대한제분","KOSPI",,,"031006","곡물가공품, 전분 및 전분제품 제조업","12",,"1690000","5000","8450000000","원(KRW)","이건영, 송인석","02-3455-0200","서울특별시 중구 세종대로 39 "
"003490","대한항공","KOSPI",,,"085101","항공 여객 운송업","12",,"368220661","5000","1846657275000","원(KRW)","조원태, 우기홍","02-2656-7114","서울특별시 강서구 하늘길 260 "
"005880","대한해운","KOSPI",,,"085001","해상 운송업","12",,"319177460","500","159588730000","원(KRW)","민태윤","02-3701-0114","서울특별시 강서구 마곡중앙8로 78 에스엠알엔디센터 "
"003830","대한화섬","KOSPI",,,"032005","화학섬유 제조업","12",,"1328000","5000","6640000000","원(KRW)","오용근","02-3406-0300","서울특별시 중구  동호로 310 "
"016090","대현","KOSPI",,,"031401","봉제의복 제조업","12",,"44282310","500","26906155000","원(KRW)","신윤황","02-3485-7000","서울특별시 강남구 언주로 619 (논현동, 대현그린타워) "
"069460","대호에이엘","KOSPI",,,"032402","1차 비철금속 제조업","12",,"67544896","500","33772448000","원(KRW)","지대현","053-610-5400","대구광역시 달성군  논공읍 논공중앙로 211 "
"192080","더블유게임즈","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"21495906","500","10839825500","원(KRW)","김가람","02-501-7216","서울특별시 강남구 테헤란로 152 강남파이낸스센터 16층 "
"012510","더존비즈온","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"30382784","500","15191392000","원(KRW)","김용우","02-6233-3000","강원도 춘천시 남산면 버들1길 130 "
"004830","덕성","KOSPI",,,"032202","플라스틱제품 제조업","12",,"15680000","500","8536000000","원(KRW)","이봉근, 김성진 (각자대표이사)","031-204-0781","경기도 수원시 영통구  신원로 25 "
"024900","덕양산업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"32564980","500","16282490000","원(KRW)","윤성희,정홍규","052-219-1114","울산광역시 북구  효암로 366 "
"145720","덴티움","KOSPI",,,"032701","의료용 기기 제조업","12",,"11068830","500","6184415000","원(KRW)","서승우","070-7098-9158","경기도 수원시 영통구 창룡대로 256번길 76(이의동) 덴티움지식산업센터 "
"002150","도화엔지니어링","KOSPI",,,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"33720000","500","16860000000","원(KRW)","박승우,곽준상,손영일,김덕구","02-6323-3032","서울특별시 강남구  삼성로 438 도화타워 "
"460850","동국씨엠","KOSPI",,,"032401","1차 철강 제조업","12",,"29898656","5000","149493280000","원(KRW)","박상훈","0","서울특별시 중구 을지로5길 19 "
"460860","동국제강","KOSPI",,,"032401","1차 철강 제조업","12",,"49608017","5000","248040085000","원(KRW)","최삼영","-","서울특별시 중구 을지로5길 19 "
"001230","동국홀딩스","KOSPI",,,"116409","기타 금융업","12",,"31800483","5000","271066765000","원(KRW)","장세욱","02-317-1114","서울특별시 중구  을지로5길 19 페럼타워"
"023450","동남합성","KOSPI",,,"032001","기초 화학물질 제조업","12",,"3500000","500","3125564000","원(KRW)","김정돈, 박미령 (각자대표)","041-840-3100","충청남도 공주시 탄천면 탄천산업단지길 80-61 -"
"004140","동방","KOSPI",,,"085209","기타 운송관련 서비스업","12",,"47971766","1000","47971766000","원(KRW)","김형곤, 박창기","02-2190-8100","서울특별시 중구 통일로2길 16 3층(순화동, 에이아이에이타워)"
"007590","동방아그로","KOSPI",,,"032003","비료, 농약 및 살균, 살충제 제조업","12",,"13617577","500","6808788500","원(KRW)","염병만, 염병진","02-580-3600","서울특별시 관악구  남부순환로 2028 남현동, 동방빌딩"
"005960","동부건설","KOSPI",,,"064102","토목 건설업","12",,"22946345","5000","115860385000","원(KRW)","윤진오","02-3484-2114","서울특별시 강남구 테헤란로 137 코레이트 타워 "
"026960","동서","KOSPI",,,"074603","음·식료품 및 담배 도매업","12",,"99700000","500","49850000000","원(KRW)","김종원","02-701-5050","서울특별시 마포구 독막로 324 동서빌딩 "
"002210","동성제약","KOSPI",,,"032102","의약품 제조업","12",,"26100970","1000","26100970000","원(KRW)","이양구","02-6911-3600","서울특별시 도봉구  도봉로 683  (방학동) 동성빌딩"
"102260","동성케미컬","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"49689728","1000","49689728000","원(KRW)","이만우, 백진우 (각자 대표이사)","051-200-4500","부산광역시 사하구  신산로 99 "
"000640","동아쏘시오홀딩스","KOSPI",,,"116409","기타 금융업","12",,"6348913","5000","31744565000","원(KRW)","정재훈","02-920-8114","서울특별시 동대문구  천호대로 64 "
"170900","동아에스티","KOSPI",,,"032102","의약품 제조업","12",,"8834970","5000","44174850000","원(KRW)","김민영","02-920-8114","서울 동대문구 용두동 138 ~255 천호대로 64"
"028100","동아지질","KOSPI",,,"064201","기반조성 및 시설물 축조관련 전문공사업","12",,"14052646","500","7026323000","원(KRW)","박만규, 최정욱","051-580-5550","부산광역시 금정구  금샘로 347 동아지질"
"282690","동아타이어","KOSPI",,,"032201","고무제품 제조업","12",,"13733015","500","6866507500","원(KRW)","김상헌,황덕환","055-389-0011","경상남도 양산시 유산공단11길 11 "
"001520","동양","KOSPI",,,"032303","시멘트, 석회, 플라스터 및 그 제품 제조업","12",,"238684063","500","119805181500","원(KRW)","정진학","02-6150-7000","서울특별시 영등포구 국제금융로2길 24 - "
"084670","동양고속","KOSPI",,,"084902","육상 여객 운송업","12",,"2895569","5000","16959295000","원(KRW)","최성원","02-535-3111","경기도 안양시 동안구 흥안대로 67 "
"082640","동양생명","KOSPI",,,"116501","보험업","12",,"161358585","5000","806792925000","원(KRW)","이문구","02-1577-1004","서울특별시 종로구 종로 33 (청진동)"
"008970","동양철관","KOSPI",,,"032401","1차 철강 제조업","12",,"118885290","500","59442645000","원(KRW)","이곽우","02-6903-0200","충청남도 천안시 동남구  풍세면 풍세로 515 동양철관(주)"
"092780","동양피스톤","KOSPI",,,"033001","자동차용 엔진 및 자동차 제조업","12",,"13168460","500","6584230000","원(KRW)","홍순겸","031-489-9000","경기도 안산시 단원구 해봉로255번길 16 "
"049770","동원F&B","KOSPI",,,"031007","기타 식품 제조업","12",,"19295620","1000","19295620000","원(KRW)","김성용","02-589-3000-1","서울특별시 서초구  마방로 68 (양재동) 동원산업빌딩"
"018500","동원금속","KOSPI",,,"033003","자동차 신품 부품 제조업","03",,"46754933","500","23377466500","원(KRW)","이은우, 박승룡","053-859-2311","경상북도 경산시  진량읍 북리1길  69"
"006040","동원산업","KOSPI",,,"116409","기타 금융업","12",,"36021895","1000","36021895000","원(KRW)","박문서,민은홍","02-589-3333","서울특별시 서초구 마방로 68 (양재동)"
"030720","동원수산","KOSPI",,,"010301","어로 어업","12",,"4653805","5000","23269025000","원(KRW)","WANG KI YONG JR, 왕인상","02-528-8000","서울특별시 마포구 독막로8길 38 동하빌딩 4층 "
"014820","동원시스템즈","KOSPI",,,"032202","플라스틱제품 제조업","12",,"28991282","5000","146276965000","원(KRW)","조점근,서범원","02-589-4700","충청남도 아산시 둔포면 아산밸리동로 100 -"
"111380","동인기연","KOSPI",,,"031501","가죽, 가방 및 유사제품 제조업","12",,"6128000","100","612800000","원(KRW)","정인수","070-4099-4531","경기도 김포시 통진읍 대곶북로 370-26 "
"163560","동일고무벨트","KOSPI",,,"032201","고무제품 제조업","12",,"13900000","500","6950000000","원(KRW)","이윤환","051-520-9114","부산광역시 금정구 공단동로55번길 28 "
"004890","동일산업","KOSPI",,,"032401","1차 철강 제조업","12",,"2425215","5000","12126075000","원(KRW)","오순택, 오승민","054-288-7500","경상북도 포항시 남구  괴동로 112 (장흥동) 동일산업(주)"
"002690","동일제강","KOSPI",,,"032401","1차 철강 제조업","12",,"20300360","500","10150180000","원(KRW)","민세홍, 양영석, 김우진 (각자대표)","031-677-1234","경기도 안성시 미양면 안성맞춤대로 474-40 "
"000020","동화약품","KOSPI",,,"032102","의약품 제조업","12",,"27931470","1000","27931470000","원(KRW)","유준하","02-2021-9300","서울특별시 중구 남대문로9길 24 패스트파이브타워 6~8층(다동)"
"000150","두산","KOSPI",,,"116409","기타 금융업","12",,"16523835","5000","123738105000","원(KRW)","박정원, 김민철, 문홍성","02-3398-0114","서울특별시 중구  장충단로 275 두산타원"
"454910","두산로보틱스","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"64819980","500","32409990000","원(KRW)","류정훈, 박인원, 조길성","031-8014-5500","경기도 수원시 권선구 산업로156번길 79 "
"241560","두산밥캣","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"100249166","500","50124583000","원(KRW)","스캇성철박, 조덕제","031-5179-3300","경기도 성남시 분당구 정자일로 155 정자동, 분당두산타워"
"034020","두산에너빌리티","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"640561146","5000","3202805730000","원(KRW)","박지원, 정연인, 박상현","055-278-6114","경상남도 창원시 성산구  두산볼보로 22 두산중공업 주식회사"
"336260","두산퓨얼셀","KOSPI",,,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"65493726","100","8184422600","원(KRW)","정형락, 이두순 (각자 대표이사)","063-722-2001","전라북도 익산시 석암로7길 100 (팔봉동)"
"016740","두올","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"33066680","2500","82666700000","원(KRW)","조인회, 정재열","02-6922-7132","서울특별시 강남구 언주로 726 두산빌딩 12층 "
"192650","드림텍","KOSPI",,,"032602","전자부품 제조업","12",,"68872362","100","7176590600","원(KRW)","김형민, 박찬홍(각자대표)","031-620-1500","경기도 성남시 분당구 황새울로 314 "
"024090","디씨엠","KOSPI",,,"032401","1차 철강 제조업","12",,"11400000","500","6000000000","원(KRW)","정연택, 정동우(각자 대표)","055-366-9991","경상남도 양산시  웅상농공단지길 55 "
"003160","디아이","KOSPI",,,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"28300000","500","17248392500","원(KRW)","박원호
조윤형","02-546-5501","서울특별시 강남구  논현로 703 "
"092200","디아이씨","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"38888569","500","19444284500","원(KRW)","김정렬","052-255-0500","울산광역시 울주군  두동면 봉계농공길 8 "
"377190","디앤디플랫폼리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"64400000","1000","64400000000","원(KRW)","이양원","02-6201-9500","서울특별시 강남구 강남대로 382 7층 (역삼동, 메리츠타워) "
"013570","디와이","KOSPI",,,"116409","기타 금융업","12",,"26319633","500","13159816500","원(KRW)","김진호","032-810-4100","인천광역시 남동구  남동서로362번길 36 (남촌동)"
"210540","디와이파워","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"11041708","500","5520854000","원(KRW)","박치웅","055-278-0800","경상남도 창원시 성산구 웅남로 812 (성주동)"
"115390","락앤락","KOSPI",,,"032202","플라스틱제품 제조업","12",,"43326411","500","24062983500","원(KRW)","이영상","02-520-9535","경기도 안성시 원곡면 만세로 1260 -"
"032350","롯데관광개발","KOSPI",,,"147502","여행사 및 기타 여행보조 서비스업","12",,"76185869","500","38092934500","원(KRW)","김기병, 백현, 김한준","1577-3000","제주특별자치도 제주시 노연로 12 (노형동)"
"089860","롯데렌탈","KOSPI",,,"147601","운송장비 임대업","12",,"36634063","5000","183170315000","원(KRW)","최진환",,"경기도 안양시 동안구 전파로 88, 8층 "
"330590","롯데리츠","KOSPI",,,"126801","부동산 임대 및 공급업","06",,"242968884","500","121484442000","원(KRW)","롯데에이엠씨 주식회사","02-3213-8166","서울특별시 송파구 올림픽로 300 롯데월드타워 30층"
"000400","롯데손해보험","KOSPI",,,"116501","보험업","12",,"310336320","1000","310336320000","원(KRW)","이은호","02-1588-3344","서울특별시 중구  소월로 3 롯데손해보험빌딩 "
"023530","롯데쇼핑","KOSPI",,,"074701","종합 소매업","12",,"28288755","5000","141443775000","원(KRW)","김상현(김 사무엘 상현), 정준호, 강성현","02-1577-0001","서울특별시 중구  남대문로 81 (소공동) "
"020150","롯데에너지머티리얼즈","KOSPI",,,"032602","전자부품 제조업","12",,"46110835","500","23055417500","원(KRW)","김연섭","02-707-9060","전라북도 익산시 석암로3길 63-25 "
"280360","롯데웰푸드","KOSPI",,,"031007","기타 식품 제조업","12",,"9434574","500","4717287000","원(KRW)","신동빈, 이영구, 이창엽","02-2670-6302","서울특별시 영등포구 양평로21길 10 "
"286940","롯데이노베이트","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"15129367","5000","75646835000","원(KRW)","고두영","02-2626-4000","서울특별시 금천구 가산디지털2로 179 롯데정보통신 "
"004000","롯데정밀화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"25800000","5000","129000000000","원(KRW)","김용석","052-270-6112-4","울산광역시 남구 여천로217번길 19 "
"004990","롯데지주","KOSPI",,,"116409","기타 금융업","12",,"104909237","200","21142968000","원(KRW)","신동빈,이동우","02-750-7114","서울특별시 송파구 올림픽로 300 롯데월드타워"
"005300","롯데칠성","KOSPI",,,"031102","비알코올음료 및 얼음 제조업","12",,"9278884","500","5027097000","원(KRW)","신동빈, 박윤기","02-3479-9114","서울특별시 서초구 서초대로70길 15 "
"011170","롯데케미칼","KOSPI",,,"032001","기초 화학물질 제조업","12",,"42775419","5000","213877095000","원(KRW)","신동빈,이훈기,황진구,이영준","02-829-4114","서울특별시 송파구 올림픽로 300 롯데월드타워 "
"071840","롯데하이마트","KOSPI",,,"074703","가전제품 및 정보통신장비 소매업","12",,"23607712","5000","118038560000","원(KRW)","남창희","02-1588-0070","서울특별시 강남구  삼성로 156  롯데하이마트빌딩"
"027740","마니커","KOSPI",,,"031001","도축, 육류 가공 및 저장 처리업","12",,"63511228","500","31755614000","원(KRW)","안정원","031-281-5300","경기도 용인시 기흥구 구성로 278 - "
"357430","마스턴프리미어리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"26580000","1000","26580000000","원(KRW)","도병운","02-3452-2077","서울특별시 서초구 강남대로 465 "
"001080","만호제강","KOSPI",,,"032401","1차 철강 제조업","06",,"4150000","1000","4150000000","원(KRW)","김상환","051-601-0351","부산광역시 강서구  녹산화전로 71 "
"088980","맥쿼리인프라","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"435781355","무액면","2807422957388","원(KRW)","맥쿼리자산운용(주)","02-3705-8565","서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)"
"094800","맵스리얼티1","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"92834331","무액면","464171655000","원(KRW)","미래에셋자산운용(주)","02-1577-1640","서울 영등포구 여의도동 미래에셋빌딩 45-1"
"138040","메리츠금융지주","KOSPI",,,"116409","기타 금융업","12",,"190720114","500","113093927000","원(KRW)","김용범","02-2018-6824","서울특별시 강남구  강남대로 382 "
"090370","메타랩스","KOSPI",,,"031401","봉제의복 제조업","12",,"24904689","2500","62261722500","원(KRW)","하지성","02-2189-7700","서울특별시 강남구 언주로 428(역삼동) "
"017180","명문제약","KOSPI",,,"032102","의약품 제조업","12",,"33953454","500","16976727000","원(KRW)","배철한","031-350-4000","경기도 화성시  향남읍 제약공단2길 26 "
"009900","명신산업","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"52470133","500","26235066500","원(KRW)","최우철","054-746-2665","경상북도 경주시 천북면 천북산단로 91 "
"012690","모나리자","KOSPI",,,"031709","기타 종이 및 판지 제품 제조업","12",,"36571255","500","18885627500","원(KRW)","주광옥","02-829-8800","서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자"
"005360","모나미","KOSPI",,,"074604","생활용품 도매업","12",,"18897307","1000","18897307000","원(KRW)","송하경","031-216-0153","경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)"
"009680","모토닉","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"33000000","500","16500000000","원(KRW)","김영봉, 신현돈(각자 대표이사)","053-589-6262","서울특별시 종로구 청계천로 41 9층(서린동, 영풍빌딩)"
"009580","무림P&P","KOSPI",,,"031701","펄프, 종이 및 판지 제조업","12",,"62368324","2500","155920810000","원(KRW)","이도균","052-231-7000","울산광역시 울주군 온산읍 우봉강양로 3-36 -"
"009200","무림페이퍼","KOSPI",,,"031701","펄프, 종이 및 판지 제조업","12",,"41609310","2500","104023275000","원(KRW)","이도균","055-751-1234","경상남도 진주시  남강로 1003 (상평동)"
"033920","무학","KOSPI",,,"031101","알코올음료 제조업","12",,"28500000","200","5700000000","원(KRW)","최재호, 최낙준 (각자 대표이사)","1588-2226","경상남도 창원시 마산회원구  봉암공단2길 6 "
"008420","문배철강","KOSPI",,,"032401","1차 철강 제조업","12",,"20503505","500","10251752500","원(KRW)","이창환","02-758-6640","서울특별시 동작구 동작대로 35 - "
"025560","미래산업","KOSPI",,,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"30429770","500","15214885000","원(KRW)","이창재","041-621-5070","충청남도 천안시 서북구 백석공단7로 65 (백석동)"
"007120","미래아이앤지","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"27883584","500","13941792000","원(KRW)","김학수","02-3470-4400","서울시 강남구 삼성로648 삼성동"
"396690","미래에셋글로벌리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"39605940","1000","39605940000","원(KRW)","신현준","0230191200","서울특별시 종로구 종로 33 그랑서울 "
"357250","미래에셋맵스리츠","KOSPI",,,"126801","부동산 임대 및 공급업","11",,"24995105","1000","24995105000","원(KRW)","정상구","1577-1640","서울특별시 종로구 종로 33 그랑서울 "
"085620","미래에셋생명","KOSPI",,,"116501","보험업","12",,"177016189","5000","885080945000","원(KRW)","김재식, 황문규","02-1588-0220","서울특별시 영등포구 국제금융로 56 미래에셋대우빌딩 "
"006800","미래에셋증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"595316408","5000","4101960790000","원(KRW)","김미섭, 허선호","02-1588-6800","서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워"
"002840","미원상사","KOSPI",,,"032004","기타 화학제품 제조업","12",,"4750000","500","6661780000","원(KRW)","홍창식, 강신우(각자대표)","031-472-9120","경기도 안산시 단원구  원시로 49 (목내동) "
"268280","미원에스씨","KOSPI",,,"032001","기초 화학물질 제조업","12",,"5000000","500","2633945500","원(KRW)","김형웅, 배원","063-260-1500","전라북도 완주군 봉동읍 완주산단1로 167 "
"107590","미원홀딩스","KOSPI",,,"116409","기타 금융업","12",,"2320000","500","1315887000","원(KRW)","김정돈, 손응주","031-479-9313","경기도 용인시 수지구 포은대로59번길 20 -"
"134380","미원화학","KOSPI",,,"032004","기타 화학제품 제조업","12",,"2199268","1000","2404080000","원(KRW)","김정만, 김태호 (각자대표)","031-479-9200","울산광역시 남구  장생포로 247 "
"003650","미창석유","KOSPI",,,"031902","석유 정제품 제조업","12",,"1739672","5000","8698360000","원(KRW)","유재순","051-403-6441","부산광역시 영도구 해양로 241 미창석유 "
"377740","바이오노트","KOSPI",,,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"102056048","500","51028024000","원(KRW)","조병기","031-211-0516","경기도 화성시 삼성1로4길 22 "
